X,Y,Z
-2.365042,0.5438866,-69.199
-2.565042,0.5207798,-69.199
-2.965042,0.428507,-69.199
-3.065042,0.3807798,-69.199
-3.265041,0.3289725,-69.199
-3.365041,0.2816726,-69.199
-3.565041,0.2250836,-69.199
-3.778241, 0.10577980000000001,-69.199
-3.965041,-0.01453274,-69.199
-4.065041,-0.05755357,-69.199
-4.273888,-0.1942202,-69.199
-4.565041,-0.369664,-69.199
-4.665041,-0.4382106,-69.199
-4.865041,-0.5548347,-69.199
-5.165041,-0.7646622,-69.199
-5.454705082,-0.975842526,-69.199
-5.46503,-1.072656,-69.199
-5.631592,-1.541406,-69.199
-5.674628,-1.775781,-69.199
-5.751139,-2.010156,-69.199
-5.94769,-2.244531,-69.199
-6.035156,-2.326642,-69.199
-6.17081,-2.478906,-69.199
-6.395576,-2.713281,-69.199
-6.554951,-2.947656,-69.199
-6.604125,-3.182031,-69.199
-6.629019,-3.416406,-69.199
-6.64202,-3.650781,-69.199
-6.615592,-3.885156,-69.199
-6.559342,-4.119531,-69.199
-6.383189,-4.353906,-69.199
-6.122887,-4.588281,-69.199
-6.035156,-4.682721,-69.199
-5.718384,-4.822656,-69.199
-5.566406,-4.918959,-69.199
-5.438468,-5.057031,-69.199
-5.332031,-5.132366,-69.199
-5.097656,-5.223438,-69.199
-4.863281,-5.371624,-69.199
-4.628906,-5.474314,-69.199
-4.394531,-5.632749,-69.199
-4.160156,-5.723641,-69.199
-3.925781,-5.805302,-69.199
-3.691406,-5.864648,-69.199
-3.457031,-5.960204,-69.199
-3.222656,-6.013687,-69.199
-2.988281,-6.093052,-69.199
-2.753906,-6.128048,-69.199
-2.519531,-6.148118,-69.199
-2.285156,-6.188408,-69.199
-1.816406,-6.237211,-69.199
-1.582031,-6.233484,-69.199
-1.347656,-6.185775,-69.199
-0.8789063,-6.070242,-69.199
-0.657979,-5.994531,-69.199
-0.4101563,-5.821585,-69.199
-0.1270395,-5.525781,-69.199
0.061848959999999994,-5.291406,-69.199
0.29296880000000003,-5.066533,-69.199
0.5273437999999999,-4.883594,-69.199
0.8344884,-4.588281,-69.199
1.055633,-4.353906,-69.199
1.2616559999999999,-4.119531,-69.199
1.3767390000000002,-3.885156,-69.199
1.6337050000000002,-3.416406,-69.199
1.769217,-3.182031,-69.199
1.8390630000000001,-2.947656,-69.199
1.883745,-2.713281,-69.199
1.878498,-2.478906,-69.199
1.8140630000000002,-2.010156,-69.199
1.798096,-1.775781,-69.199
1.9262039999999998,-1.541406,-69.199
1.9709790000000003,-1.514277,-69.199
2.002571,-1.39629,-69.199
2.054138,-1.285704,-69.199
2.123241992387109,-1.187012645,-69.199
1.957526,-1.775781,-68.899
2.000257,-2.010156,-68.899
2.0528020000000002,-2.478906,-68.899
2.052136,-2.713281,-68.899
2.020271,-2.947656,-68.899
1.933594,-3.163074,-68.899
1.8107929999999999,-3.416406,-68.899
1.7095310000000001,-3.650781,-68.899
1.58522,-3.885156,-68.899
1.464844,-4.077497,-68.899
1.271881,-4.353906,-68.899
1.053647,-4.588281,-68.899
0.9960938,-4.664869,-68.899
0.8442826,-4.822656,-68.899
0.5273437999999999,-5.100977,-68.899
0.27698860000000003,-5.291406,-68.899
0.10098069999999999,-5.525781,-68.899
-0.1757813,-5.812688,-68.899
-0.4333212,-5.994531,-68.899
-0.6445313,-6.086735,-68.899
-0.8789063,-6.139215,-68.899
-1.113281,-6.236896,-68.899
-1.582031,-6.361475,-68.899
-1.927584,-6.463281,-68.899
-2.050781,-6.522598,-68.899
-2.285156,-6.569693,-68.899
-2.519531,-6.572569,-68.899
-2.988281,-6.449992,-68.899
-3.222656,-6.350467,-68.899
-3.457031,-6.299551,-68.899
-3.648588,-6.228906,-68.899
-3.925781,-6.091872,-68.899
-4.160156,-5.900595,-68.899
-4.311398,-5.760156,-68.899
-4.628906,-5.49503,-68.899
-4.863281,-5.381401,-68.899
-5.097656,-5.230233,-68.899
-5.332031,-5.16495,-68.899
-5.566406,-5.075396,-68.899
-5.800781,-4.889513,-68.899
-6.035156,-4.680993,-68.899
-6.116991,-4.588281,-68.899
-6.363726,-4.353906,-68.899
-6.506631,-4.119531,-68.899
-6.585083,-3.885156,-68.899
-6.602801,-3.650781,-68.899
-6.600248,-3.416406,-68.899
-6.584246,-3.182031,-68.899
-6.513599,-2.947656,-68.899
-6.388043,-2.713281,-68.899
-6.188833,-2.478906,-68.899
-6.041615,-2.244531,-68.899
-5.861108,-2.010156,-68.899
-5.723792,-1.775781,-68.899
-5.704312,-1.541406,-68.899
-5.71839445,-1.457383442,-68.899
-5.55965,-1.238694,-68.899
-5.230322,-0.8987049,-68.899
